Carrier,Route ID,Cluster,Stops,Stop Sequence,Detailed Route,Total Route Mileage,Has Restrictions?,Trailer Size,Temp Zones,Total Pallets,Truck Utilization,Total Travel (min),Total Stop Time (min),Total Duration (min),HOS Status,Estimated Cost,Mileage Status,Notes,Map Link
SCH,SCH_11,Others,3,1576 (AMB) / 8017 (CHI) / 1410 (CHI),1576 (16.8 mi) -> 8017 (39.2 mi) -> 1410,403,No,53',Dual Temp,22.1,85.00%,467,45,542,OK,333.83,OK, [Front: 1 ambient stops | Rear: 2 cold stops],N/A
SCH,SCH_12,Others,3,1545 (CHI) / 1433 (CHI) / 1443 (CHI),1545 (40.1 mi) -> 1433 (18.3 mi) -> 1443,349,No,53',Single Temp,16.35,62.90%,452,45,527,OK,283.21,OK, [Single Temp (Cold): 3 stops],N/A
HB,HB_13,Others,3,"1250 (AMB) / 1429 (AMB,CHI) / 1425 (CHI)",1250 (22.3 mi) -> 1429 (44.9 mi) -> 1425,271,No,53',Dual Temp,21.54,82.80%,349,60,409,OK,235.5,OK, [Front: 2 ambient stops | Rear: 2 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_1,Others,1,"1023 (AMB,CHI)",1023,36,No,53',Dual Temp,7.91,N/A,49,30,79,OK,N/A,OK,Consolidated 2 shipments for store 1023 [Front: 1 ambient stops | Rear: 1 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_2,Others,1,"1166 (AMB,CHI)",1166,140,No,53',Dual Temp,17.78,N/A,165,30,195,OK,N/A,OK,Consolidated 2 shipments for store 1166 [Front: 1 ambient stops | Rear: 1 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_3,Others,1,"1250 (CHI,FRE)",1250,160,No,53',Single Temp,9.78,N/A,193,30,223,OK,N/A,OK,Consolidated 2 shipments for store 1250 [Single Temp (Cold): 2 stops],N/A
Consolidated Overspill,ConsolidatedOvsp_4,Others,1,"1407 (AMB,CHI,FRE)",1407,36,No,53',Dual Temp,8.06,N/A,49,45,94,OK,N/A,OK,Consolidated 3 shipments for store 1407 [Front: 1 ambient stops | Rear: 2 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_5,Others,1,"1442 (AMB,CHI)",1442,191,No,53',Dual Temp,7.5,N/A,234,30,264,OK,N/A,OK,Consolidated 2 shipments for store 1442 [Front: 1 ambient stops | Rear: 1 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_6,Others,1,"1463 (AMB,CHI,FRE)",1463,193,No,53',Dual Temp,7,N/A,263,45,308,OK,N/A,OK,Consolidated 3 shipments for store 1463 [Front: 1 ambient stops | Rear: 2 cold stops],N/A
Unplannable (Time),Time_1,Manual Review,1,1572 (AMB),1572,354,Yes,48',Single Temp,16.95,N/A,391,15,406,OK,N/A,OK,Failed due to delivery window constraints. [Single Temp (Ambient): 1 stops],N/A
Overspill,Overspill_1,Others,2,1431 (AMB) / 1094 (AMB),1431 (23.3 mi) -> 1094,159,No,53',Single Temp,10.45,N/A,199,30,229,OK,N/A,OK, [Single Temp (Ambient): 2 stops],N/A
Overspill,Overspill_2,Others,1,1503 (AMB),1503,412,No,53',Single Temp,7.5,N/A,459,15,474,OK,N/A,OK, [Single Temp (Ambient): 1 stops],N/A
Overspill,Overspill_3,Others,3,1203 (FRE) / 1506 (FRE) / 1162 (FRE),1203 (5.3 mi) -> 1506 (14.1 mi) -> 1162,145,No,53',Single Temp,15.17,N/A,192,45,237,OK,N/A,OK, [Single Temp (Cold): 3 stops],N/A
Overspill,Overspill_4,Others,2,1035 (FRE) / 1342 (FRE),1035 (6.9 mi) -> 1342,156,No,53',Single Temp,6.39,N/A,187,30,217,OK,N/A,OK, [Single Temp (Cold): 2 stops],N/A
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
CRE,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $450.00,
HB,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
HB,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
